Course_Code,Title,Department,Level,Semester,Units,Type,Is_Elective,Directory_Status,Priority,Category
CVE 305,ADVANCED STRENGTH OF MATERIALS,CVE,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 306,SOIL MECHANICS,CVE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 307,CIVIL ENGINEERING MATERIALS,CVE,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 308,STRUCTURAL DESIGN I,CVE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 309,THEORY OF STRUCTURES,CVE,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 310,ENGINEERING SURVEYING II,CVE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 311,ENGINEERING SURVEYING,CVE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 312,CIVIL ENGINEERING DRAWING,CVE,300,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 313,ENGINEERING GEOLOGY,CVE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 401,CIVIL ENGINEERING PRACTICE,CVE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 403,HYDRAULICS ENGINEERING,CVE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 405,STRUCTURAL ANALYSIS I,CVE,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 407,STRUCTURAL DESIGN II,CVE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 409,FOUNDATION ENGINEERING,CVE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 411,HIGHWAY ENGINEERING,CVE,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 502,WATER AND WASTEWATER ENGINEERING,CVE,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
CVE 503,STRUCTURAL ENGINEERING,CVE,500,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 504,ADVANCED STRUCTURAL ENGINEERING,CVE,500,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
CVE 505,WATER RESOURCES ENGINEERING,CVE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 506,HIGHWAY AND TRANSPORTATION ENGINEERING II,CVE,500,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
CVE 507,HIGHWAY & TRANSPORTATION ENGINEERING I,CVE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 508,GEOTECHNICAL ENGINEERING,CVE,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
CVE 509,STRUCTURAL ANALYSIS II,CVE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
CVE 510,CONSTRUCTION ENGINEERING,CVE,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
CVE 517,ENVIRONMENTAL ENGINEERING,CVE,500,FIRST,2,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
CVE 518,DRAINAGE AND IRRIGATION ENGINEERING,CVE,500,SECOND,2,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
CVE 519,BUILDING SERVICES ENGINEERING,CVE,500,FIRST,2,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
CVE 572,FINAL YEAR PROJECT,CVE,500,SECOND,6,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 101,INTRODUCTION TO ELECTRICAL AND ELECTRONICS ENGINEERING,EEE,100,FIRST,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 313,ELECTRONICS I,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 314,ELECTRONICS II (ANALOGUE),EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 315,ELECTROMAGNETIC FIELD AND WAVES I,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 316,ELECTROMAGNETIC FIELD AND WAVE THEORY II,EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 317,ELECTRICAL/ELECTRONICS LABORATORY I,EEE,300,FIRST,1,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 318,ELECTRICAL/ELECTRONIC LABORATORY,EEE,300,SECOND,1,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 319,MEASUREMENT AND INSTRUMENTATION,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 321,ELECTRIC CIRCUIT THEORY I,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 322,ELECTRIC CIRCUIT THEORY II,EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 324,LINEAR SYSTEMS,EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 325,ELECTRICAL MACHINES I,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 326,ELECTRICAL MACHINES II,EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 328,COMMUNICATION PRINCIPLES,EEE,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 341,SOFTWARE DEVELOPMENT TECHNIQUES,EEE,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 405,NUMERICAL COMPUTATIONS,EEE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 415,ASSEMBLY LANGUAGE PROGRAMMING,EEE,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 423,ELECTRICAL/ELECTRONICS LABORATORY III,EEE,400,FIRST,1,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 427,DATA COMMUNICATION AND NETWORKS,EEE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 431,ELECTRIC POWER PRINCIPLES,EEE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 441,CONTROL THEORY AND SERVOMECHANISM,EEE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 471,DIGITAL ELECTRONICS AND SYSTEMS,EEE,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 502,ELECTRICAL SERVICES DESIGN,EEE,500,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 504,EMBEDDED SYSTEM,EEE,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 506,DIGITAL SYSTEM DESIGN WITH VDHL PROGRAMMING,EEE,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 507,MODELLING AND SIMULATION OF ELECTRICAL AND ELECTRONICS SYSTEMS,EEE,500,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 509,ADVANCED ELECTRONICS,EEE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 511,DIGITAL SIGNAL PROCESSING,EEE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 512,DIGITAL COMMUNICATION,EEE,500,SECOND,2,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
EEE 514,RELIABILITY ENGINEERING,EEE,500,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 523,INDUSTRIAL ELECTRONICS DESIGNS,EEE,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 535,HIGH FREQUENCY AND MICROWAVE ELECTRONICS,EEE,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 553,POWER SYSTEMS ENGINEERING,EEE,500,FIRST,3,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
EEE 554,POWER SYSTEMS COMMUNICATION AND CONTROL,EEE,500,SECOND,3,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
EEE 555,HIGH VOLTAGE ENGINEERING,EEE,500,FIRST,3,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
EEE 556,ELECTRIC DRIVES AND APPLICATIONS,EEE,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 558,ELECTRICAL ENERGY CONVERSION AND STORAGE,EEE,500,SECOND,2,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 561,CONTROL ENGINEERING,EEE,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 562,POWER ELECTRONICS,EEE,500,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
EEE 564,SEMINARS ON USE OF ENGINEERING SOFTWARE PACKAGES IN ELECTRICAL/ELECTRONICS FIELD,EEE,500,SECOND,1,CORE,No,MISSING,LOW - Well Covered,Well Represented
EEE 565,MODERN CONTROL ENGINEERING,EEE,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 566,CONTROL ENGINEERING III (NON-LINEAR AND PROCESS AUTOMATION),EEE,500,SECOND,3,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
EEE 576,MICROCOMPUTER TECHNOLOGY,EEE,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 578,BROADCASTING AND INTERNET TECHNOLOGY,EEE,500,SECOND,2,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
EEE 599,STUDENT PROJECT,EEE,500,SECOND,6,CORE,No,MISSING,LOW - Well Covered,Well Represented
ENG 201,INTRODUCTION TO SCIENCE OF MATERIALS,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 203,STRENGTH OF MATERIALS,ENG,200,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 204,INTRODUCTION TO MECHATRONICS ENGINEERING,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 214,FLUID MECHANICS,ENG,200,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 221,BASIC ELECTRICAL ENGINEERING I,ENG,200,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 222,BASIC ELECTRICAL ENGINEERING II,ENG,200,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 223,COMPUTER APPLICATIONS,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 224,COMPUTER PROGRAMMING AND APPLICATIONS,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 231,ENGINEERING DRAWING I,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 232,ENGINEERING DRAWING II,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 233,ENGINEERING MECHANICS I,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 234,ENGINEERING MECHANICS II,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 235,ENGINEERING THERMODYNAMICS I,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 261,WORKSHOP TECHNOLOGY I,ENG,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 262,WORKSHOP TECHNOLOGY II,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 281,ENGINEERING MATHEMATICS I,ENG,200,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 282,ENGINEERING MATHEMATICS II,ENG,200,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 284,ENGINEER IN SOCIETY,ENG,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 290,STUDENTS' WORK EXPERIENCE PROGRAMME (SWEP I),ENG,200,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
ENG 341,COMPUTER PROGRAMMING AND APPLICATIONS,ENG,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 381,ENGINEERING MATHEMATICS III,ENG,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 382,ENGINEERING MATHEMATICS IV,ENG,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 384,ENGINEERING ECONOMICS,ENG,300,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 390,STUDENTS' WORK EXPERIENCE PROGRAMME (SWEP II),ENG,300,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
ENG 485,TECHNICAL WRITING AND PRESENTATION,ENG,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
ENG 490,STUDENTS' INDUSTRIAL WORK EXPERIENCE SCHEME (SIWES),ENG,400,SECOND,6,CORE,No,MISSING,LOW - Well Covered,Well Represented
ENG 583,ENGINEERING MANAGEMENT AND LAW,ENG,500,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
GET 101,ENGINEER IN SOCIETY,GET,100,FIRST,1,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
GET 102,ENGINEERING GRAPHICS AND SOLID MODELLING,GET,100,SECOND,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
GST 111,COMMUNICATION IN ENGLISH I,GST,100,FIRST,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
GST 112,NIGERIAN PEOPLE AND CULTURE,GST,100,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
GST 201,PEACE STUDIES AND CONFLICT RESOLUTION,GST,200,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
GST 202,PHILOSOPHY AND SUSTAINABLE DEVELOPMENT,GST,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
GST 212,ENTREPRENEURSHIP AND INNOVATION,GST,200,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
GST 301,PRACTICAL ENTREPRENEURSHIP SKILLS,GST,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 301,MECHANICAL ACTUATION DESIGN,MCT,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 304,SIGNALS AND SYSTEMS,MCT,300,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 305,FLUID MECHANICS II,MCT,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 306,MANUFACTURING TECHNOLOGY,MCT,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 307,COMPUTER SOFTWARE ENGINEERING I,MCT,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 308,ELECTROMECHANICAL DEVICES,MCT,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 309,ELECTRONICS I,MCT,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 310,COMPUTER HARDWARE ENGINEERING,MCT,300,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 311,ELECTROMAGNETIC THEORY,MCT,300,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 312,ELECTRIC CIRCUIT THEORY,MCT,300,SECOND,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 314,FLUIDICS AND VIRTUAL LABORATORY,MCT,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 315,CIRCUIT AND SYSTEMS,MCT,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 317,MECHANICS OF MACHINES I,MCT,300,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 326,ENGINEERING THERMODYNAMICS II,MCT,300,SECOND,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 401,CONTROL ENGINEERING,MCT,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 403,COMPUTER AIDED MANUFACTURING,MCT,400,FIRST,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 407,MEASUREMENT AND INSTRUMENTATION,MCT,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 409,DIGITAL SYSTEMS AND PLCS,MCT,400,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 411,ELECTRONICS II,MCT,400,FIRST,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 413,INTRODUCTION TO ROBOTICS,MCT,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 415,VIBRATIONS,MCT,400,FIRST,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 417,CAD/CAM/CNC LABORATORY,MCT,400,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 500,PROJECT,MCT,500,"FIRST, SECOND",3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 502,AUTOMATION MANUFACTURING,MCT,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 503,DIGITAL SIGNAL PROCESSING,MCT,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 504,MICRO CONTROLLERS AND EMBEDDED SYSTEMS,MCT,500,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 505,MICROCOMPUTERS AND MICROPROCESSOR SYSTEMS,MCT,500,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 506,COMPUTER SOFTWARES ENGINEERING II,MCT,500,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 507,GROUP PROJECT (ROBOT DESIGN AND MANUFACTURE),MCT,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 508,SYSTEM MODELLINGS AND SIMULATION,MCT,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 509,CONTROL ENGINEERING II,MCT,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 510,POWER ELECTRONIC DEVICES,MCT,500,SECOND,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 511,PROCESS AUTOMATION,MCT,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT 513,PARTIAL AND FULL AUTOMATION,MCT,500,FIRST,3,CORE,No,MISSING,LOW - Well Covered,Well Represented
MCT 514,MEMS & VLSI,MCT,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 517,NC AND CNC PRODUCTION MACHINES,MCT,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 518,DESIGN OF SECURITY SYSTEMS,MCT,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 519,MICRO FABRICATION TECHNOLOGY,MCT,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 520,RENEWABLE ENERGY RESOURCES,MCT,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 521,MOBILE ROBOTICS,MCT,500,FIRST,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 522,LEAN PRODUCTION MANAGEMENT AND INDUSTRIAL LOGISTICS,MCT,500,SECOND,3,ELECTIVE,Yes,MISSING,LOW - Well Covered,Well Represented
MCT 523,CONTROL ENGINEERING III,MCT,500,FIRST,3,ELECTIVE,Yes,EXISTS,LOW - Well Covered,Well Represented
MCT 527,HEAT AND MASS TRANSFER,MCT,500,FIRST,3,CORE,No,EXISTS,LOW - Well Covered,Well Represented
MCT405,SENSORS AND ACTUATORS,MCT405,400,FIRST,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MEE 101,INTRODUCTION TO MECHANICAL ENGINEERING,MEE,100,FIRST,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 308,MANUFACTURING TECHNOLOGY,MEE,300,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 311,MECHANICS OF MACHINES I,MEE,300,FIRST,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 312,MECHANICS OF MACHINES II,MEE,300,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 313,STRENGTH OF MATERIALS II,MEE,300,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 317,INTRODUCTION TO AUTOCAD,MEE,300,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 321,FLUID MECHANICS I,MEE,300,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 322,FLUID MECHANICS II,MEE,300,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 323,MACHINE AND ENGINEERING DESIGN PROCESS,MEE,300,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 326,ENGINEERING THERMODYNAMICS II,MEE,300,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 328,METROLOGY AND INSTRUMENTATION,MEE,300,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 341,COMPUTER IPROGRAMMING AND SOFTWARE DEVELOPMENT,MEE,300,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 342,COMPUTER APPLICATIONS (CAD/CAM) IN DESIGN AND MANUFACTURE,MEE,300,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 409,ADVANCED MECHANICS OF MATERIALS,MEE,400,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 411,MECHANICAL VIBRATIONS,MEE,400,FIRST,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 413,PRODUCTION ENGINEERING I,MEE,400,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 433,MACHINE DESIGN II,MEE,400,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 453,METALLURGY AND MATERIALS ENGINEERING,MEE,400,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 471,INTERNAL COMBUSTION ENGINES,MEE,400,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 485,CONTROL SYSTEMS ENGINEERING,MEE,400,FIRST,3,CORE,No,EXISTS,HIGH - Severely Underrepresented,Incomplete Program
MEE 500,PROJECT,MEE,500,"FIRST, SECOND",3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 501,MATERIALS HANDLING EQUIPMENT,MEE,500,FIRST,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 502,MANUFACTURING AUTOMATION,MEE,500,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 507,THEORY OF ELASTICITY,MEE,500,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 511,TRIBOLOGY,MEE,500,FIRST,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 513,SYNTHESIS OF MECHANISM,MEE,500,FIRST,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 514,INTRODUCTION TO BIOENGINEERING (BIOMATERIALS),MEE,500,SECOND,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 519,PRODUCT DESIGN,MEE,500,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 521,TURBOMACHINERY,MEE,500,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 522,HYDRAULIC AND PNEUMATIC ENGINEERING,MEE,500,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 526,PROJECT AND MAINTENANCE MANAGEMENT,MEE,500,SECOND,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 527,HEAT AND MASS TRANSFER,MEE,500,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 528,PIPELINE ENGHINEERING,MEE,500,SECOND,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 530,FRACTURE OF STRUCTURAL MATERIALS,MEE,500,SECOND,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 531,PRODUCTION ENGINEERING II,MEE,500,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 535,REFRIDGERATION AND AIR CONDITIONING,MEE,500,FIRST,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 538,METROLOGY AND QUALITY CONTROL,MEE,500,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 540,MACHINE DESIGN III,MEE,500,SECOND,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 542,TECHNOLOGY POLICY AND PLANNING,MEE,500,SECOND,2,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 543,ENERGY TECHNOLOGY,MEE,500,FIRST,3,CORE,No,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MEE 553,AUTOMOBILE ENGINEERING,MEE,500,FIRST,3,ELECTIVE,Yes,MISSING,HIGH - Severely Underrepresented,Incomplete Program
MME 342,COMPUTER APPLICATIONS (CAD/CAM),MME,300,SECOND,2,CORE,No,MISSING,LOW - Well Covered,Well Represented
MTH 101,ELEMENTARY MATHEMATICS I,MTH,100,FIRST,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
MTH 102,ELEMENTARY MATHEMATICS II,MTH,100,SECOND,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
MTH 103,ELEMENTARY MATHEMATICS III,MTH,100,FIRST,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PEE 101,INTRODUCTION TO PETROLEUM AND GAS ENGINEERING,PEE,100,FIRST,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHS 211,HUMAN PHYSIOLOGY I,PHS,200,FIRST,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHS 212,HUMAN PHYSIOLOGY II,PHS,200,SECOND,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHY 101,GENERAL PHYSICS I,PHY,100,FIRST,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHY 102,GENERAL PHYSICS II,PHY,100,SECOND,2,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHY 103,GENERAL PHYSICS III,PHY,100,FIRST,2,CORE,No,EXISTS,HIGH - Foundation Courses,Foundation/Support
